"tab_code","表章項目","cat01_code","男女別","cat02_code","人口","area_code","全国・都道府県","time_code","時間軸（年）","unit","value"
"001","人口","000","男女計","001","総人口","08000","茨城県","1990000000","1990年","千人","2845"
"001","人口","000","男女計","001","総人口","08000","茨城県","1995000000","1995年","千人","2956"
"001","人口","000","男女計","001","総人口","08000","茨城県","2000000000","2000年","千人","2986"
"001","人口","000","男女計","001","総人口","08000","茨城県","2005000000","2005年","千人","2975"
"001","人口","000","男女計","001","総人口","08000","茨城県","2006000000","2006年","千人","2972"
"001","人口","000","男女計","001","総人口","08000","茨城県","2007000000","2007年","千人","2969"
"001","人口","000","男女計","001","総人口","08000","茨城県","2008000000","2008年","千人","2964"
"001","人口","000","男女計","001","総人口","08000","茨城県","2009000000","2009年","千人","2960"
"001","人口","000","男女計","001","総人口","09000","栃木県","1990000000","1990年","千人","1935"
"001","人口","000","男女計","001","総人口","09000","栃木県","1995000000","1995年","千人","1984"
"001","人口","000","男女計","001","総人口","09000","栃木県","2000000000","2000年","千人","2005"
"001","人口","000","男女計","001","総人口","09000","栃木県","2005000000","2005年","千人","2017"
"001","人口","000","男女計","001","総人口","09000","栃木県","2006000000","2006年","千人","2015"
"001","人口","000","男女計","001","総人口","09000","栃木県","2007000000","2007年","千人","2014"
"001","人口","000","男女計","001","総人口","09000","栃木県","2008000000","2008年","千人","2011"
"001","人口","000","男女計","001","総人口","09000","栃木県","2009000000","2009年","千人","2006"
"001","人口","000","男女計","001","総人口","10000","群馬県","1990000000","1990年","千人","1966"
"001","人口","000","男女計","001","総人口","10000","群馬県","1995000000","1995年","千人","2004"
"001","人口","000","男女計","001","総人口","10000","群馬県","2000000000","2000年","千人","2025"
"001","人口","000","男女計","001","総人口","10000","群馬県","2005000000","2005年","千人","2024"
"001","人口","000","男女計","001","総人口","10000","群馬県","2006000000","2006年","千人","2021"
"001","人口","000","男女計","001","総人口","10000","群馬県","2007000000","2007年","千人","2016"
"001","人口","000","男女計","001","総人口","10000","群馬県","2008000000","2008年","千人","2012"
"001","人口","000","男女計","001","総人口","10000","群馬県","2009000000","2009年","千人","2007"
"001","人口","000","男女計","001","総人口","11000","埼玉県","1990000000","1990年","千人","6405"
"001","人口","000","男女計","001","総人口","11000","埼玉県","1995000000","1995年","千人","6759"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2000000000","2000年","千人","6938"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2005000000","2005年","千人","7054"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2006000000","2006年","千人","7071"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2007000000","2007年","千人","7090"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2008000000","2008年","千人","7113"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2009000000","2009年","千人","7130"
"001","人口","000","男女計","001","総人口","12000","千葉県","1990000000","1990年","千人","5555"
"001","人口","000","男女計","001","総人口","12000","千葉県","1995000000","1995年","千人","5798"
"001","人口","000","男女計","001","総人口","12000","千葉県","2000000000","2000年","千人","5926"
"001","人口","000","男女計","001","総人口","12000","千葉県","2005000000","2005年","千人","6056"
"001","人口","000","男女計","001","総人口","12000","千葉県","2006000000","2006年","千人","6074"
"001","人口","000","男女計","001","総人口","12000","千葉県","2007000000","2007年","千人","6098"
"001","人口","000","男女計","001","総人口","12000","千葉県","2008000000","2008年","千人","6122"
"001","人口","000","男女計","001","総人口","12000","千葉県","2009000000","2009年","千人","6139"
"001","人口","000","男女計","001","総人口","13000","東京都","1990000000","1990年","千人","11856"
"001","人口","000","男女計","001","総人口","13000","東京都","1995000000","1995年","千人","11774"
"001","人口","000","男女計","001","総人口","13000","東京都","2000000000","2000年","千人","12064"
"001","人口","000","男女計","001","総人口","13000","東京都","2005000000","2005年","千人","12577"
"001","人口","000","男女計","001","総人口","13000","東京都","2006000000","2006年","千人","12659"
"001","人口","000","男女計","001","総人口","13000","東京都","2007000000","2007年","千人","12758"
"001","人口","000","男女計","001","総人口","13000","東京都","2008000000","2008年","千人","12838"
"001","人口","000","男女計","001","総人口","13000","東京都","2009000000","2009年","千人","12868"
"001","人口","000","男女計","001","総人口","14000","神奈川県","1990000000","1990年","千人","7980"
"001","人口","000","男女計","001","総人口","14000","神奈川県","1995000000","1995年","千人","8246"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2000000000","2000年","千人","8490"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2005000000","2005年","千人","8792"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2006000000","2006年","千人","8830"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2007000000","2007年","千人","8880"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2008000000","2008年","千人","8917"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2009000000","2009年","千人","8943"
"001","人口","000","男女計","001","総人口","15000","新潟県","1990000000","1990年","千人","2475"
"001","人口","000","男女計","001","総人口","15000","新潟県","1995000000","1995年","千人","2488"
"001","人口","000","男女計","001","総人口","15000","新潟県","2000000000","2000年","千人","2476"
"001","人口","000","男女計","001","総人口","15000","新潟県","2005000000","2005年","千人","2431"
"001","人口","000","男女計","001","総人口","15000","新潟県","2006000000","2006年","千人","2418"
"001","人口","000","男女計","001","総人口","15000","新潟県","2007000000","2007年","千人","2405"
"001","人口","000","男女計","001","総人口","15000","新潟県","2008000000","2008年","千人","2391"
"001","人口","000","男女計","001","総人口","15000","新潟県","2009000000","2009年","千人","2378"
"001","人口","000","男女計","001","総人口","16000","富山県","1990000000","1990年","千人","1120"
"001","人口","000","男女計","001","総人口","16000","富山県","1995000000","1995年","千人","1123"
"001","人口","000","男女計","001","総人口","16000","富山県","2000000000","2000年","千人","1121"
"001","人口","000","男女計","001","総人口","16000","富山県","2005000000","2005年","千人","1112"
"001","人口","000","男女計","001","総人口","16000","富山県","2006000000","2006年","千人","1110"
"001","人口","000","男女計","001","総人口","16000","富山県","2007000000","2007年","千人","1106"
"001","人口","000","男女計","001","総人口","16000","富山県","2008000000","2008年","千人","1101"
"001","人口","000","男女計","001","総人口","16000","富山県","2009000000","2009年","千人","1095"
"001","人口","000","男女計","001","総人口","17000","石川県","1990000000","1990年","千人","1165"
"001","人口","000","男女計","001","総人口","17000","石川県","1995000000","1995年","千人","1180"
"001","人口","000","男女計","001","総人口","17000","石川県","2000000000","2000年","千人","1181"
"001","人口","000","男女計","001","総人口","17000","石川県","2005000000","2005年","千人","1174"
"001","人口","000","男女計","001","総人口","17000","石川県","2006000000","2006年","千人","1172"
"001","人口","000","男女計","001","総人口","17000","石川県","2007000000","2007年","千人","1170"
"001","人口","000","男女計","001","総人口","17000","石川県","2008000000","2008年","千人","1168"
"001","人口","000","男女計","001","総人口","17000","石川県","2009000000","2009年","千人","1165"
"001","人口","000","男女計","001","総人口","18000","福井県","1990000000","1990年","千人","824"
"001","人口","000","男女計","001","総人口","18000","福井県","1995000000","1995年","千人","827"
"001","人口","000","男女計","001","総人口","18000","福井県","2000000000","2000年","千人","829"
"001","人口","000","男女計","001","総人口","18000","福井県","2005000000","2005年","千人","822"
"001","人口","000","男女計","001","総人口","18000","福井県","2006000000","2006年","千人","819"
"001","人口","000","男女計","001","総人口","18000","福井県","2007000000","2007年","千人","816"
"001","人口","000","男女計","001","総人口","18000","福井県","2008000000","2008年","千人","812"
"001","人口","000","男女計","001","総人口","18000","福井県","2009000000","2009年","千人","808"
"001","人口","000","男女計","001","総人口","19000","山梨県","1990000000","1990年","千人","853"
"001","人口","000","男女計","001","総人口","19000","山梨県","1995000000","1995年","千人","882"
"001","人口","000","男女計","001","総人口","19000","山梨県","2000000000","2000年","千人","888"
"001","人口","000","男女計","001","総人口","19000","山梨県","2005000000","2005年","千人","885"
"001","人口","000","男女計","001","総人口","19000","山梨県","2006000000","2006年","千人","880"
"001","人口","000","男女計","001","総人口","19000","山梨県","2007000000","2007年","千人","877"
"001","人口","000","男女計","001","総人口","19000","山梨県","2008000000","2008年","千人","871"
"001","人口","000","男女計","001","総人口","19000","山梨県","2009000000","2009年","千人","867"
"001","人口","000","男女計","001","総人口","20000","長野県","1990000000","1990年","千人","2157"
"001","人口","000","男女計","001","総人口","20000","長野県","1995000000","1995年","千人","2194"
"001","人口","000","男女計","001","総人口","20000","長野県","2000000000","2000年","千人","2215"
"001","人口","000","男女計","001","総人口","20000","長野県","2005000000","2005年","千人","2196"
"001","人口","000","男女計","001","総人口","20000","長野県","2006000000","2006年","千人","2189"
"001","人口","000","男女計","001","総人口","20000","長野県","2007000000","2007年","千人","2180"
"001","人口","000","男女計","001","総人口","20000","長野県","2008000000","2008年","千人","2171"
"001","人口","000","男女計","001","総人口","20000","長野県","2009000000","2009年","千人","2159"
"001","人口","000","男女計","001","総人口","21000","岐阜県","1990000000","1990年","千人","2067"
"001","人口","000","男女計","001","総人口","21000","岐阜県","1995000000","1995年","千人","2100"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2000000000","2000年","千人","2108"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2005000000","2005年","千人","2107"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2006000000","2006年","千人","2105"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2007000000","2007年","千人","2104"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2008000000","2008年","千人","2100"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2009000000","2009年","千人","2092"
"001","人口","000","男女計","001","総人口","22000","静岡県","1990000000","1990年","千人","3671"
"001","人口","000","男女計","001","総人口","22000","静岡県","1995000000","1995年","千人","3738"
"001","人口","000","男女計","001","総人口","22000","静岡県","2000000000","2000年","千人","3767"
"001","人口","000","男女計","001","総人口","22000","静岡県","2005000000","2005年","千人","3792"
"001","人口","000","男女計","001","総人口","22000","静岡県","2006000000","2006年","千人","3797"
"001","人口","000","男女計","001","総人口","22000","静岡県","2007000000","2007年","千人","3801"
"001","人口","000","男女計","001","総人口","22000","静岡県","2008000000","2008年","千人","3800"
"001","人口","000","男女計","001","総人口","22000","静岡県","2009000000","2009年","千人","3792"
"001","人口","000","男女計","001","総人口","23000","愛知県","1990000000","1990年","千人","6691"
"001","人口","000","男女計","001","総人口","23000","愛知県","1995000000","1995年","千人","6868"
"001","人口","000","男女計","001","総人口","23000","愛知県","2000000000","2000年","千人","7043"
"001","人口","000","男女計","001","総人口","23000","愛知県","2005000000","2005年","千人","7255"
"001","人口","000","男女計","001","総人口","23000","愛知県","2006000000","2006年","千人","7308"
"001","人口","000","男女計","001","総人口","23000","愛知県","2007000000","2007年","千人","7360"
"001","人口","000","男女計","001","総人口","23000","愛知県","2008000000","2008年","千人","7403"
"001","人口","000","男女計","001","総人口","23000","愛知県","2009000000","2009年","千人","7418"
"001","人口","000","男女計","001","総人口","24000","三重県","1990000000","1990年","千人","1793"
"001","人口","000","男女計","001","総人口","24000","三重県","1995000000","1995年","千人","1841"
"001","人口","000","男女計","001","総人口","24000","三重県","2000000000","2000年","千人","1857"
"001","人口","000","男女計","001","総人口","24000","三重県","2005000000","2005年","千人","1867"
"001","人口","000","男女計","001","総人口","24000","三重県","2006000000","2006年","千人","1873"
"001","人口","000","男女計","001","総人口","24000","三重県","2007000000","2007年","千人","1876"
"001","人口","000","男女計","001","総人口","24000","三重県","2008000000","2008年","千人","1875"
"001","人口","000","男女計","001","総人口","24000","三重県","2009000000","2009年","千人","1870"
"001","人口","000","男女計","001","総人口","25000","滋賀県","1990000000","1990年","千人","1222"
"001","人口","000","男女計","001","総人口","25000","滋賀県","1995000000","1995年","千人","1287"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2000000000","2000年","千人","1343"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2005000000","2005年","千人","1380"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2006000000","2006年","千人","1389"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2007000000","2007年","千人","1396"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2008000000","2008年","千人","1402"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2009000000","2009年","千人","1405"
"001","人口","000","男女計","001","総人口","26000","京都府","1990000000","1990年","千人","2602"
"001","人口","000","男女計","001","総人口","26000","京都府","1995000000","1995年","千人","2630"
"001","人口","000","男女計","001","総人口","26000","京都府","2000000000","2000年","千人","2644"
"001","人口","000","男女計","001","総人口","26000","京都府","2005000000","2005年","千人","2648"
"001","人口","000","男女計","001","総人口","26000","京都府","2006000000","2006年","千人","2643"
"001","人口","000","男女計","001","総人口","26000","京都府","2007000000","2007年","千人","2635"
"001","人口","000","男女計","001","総人口","26000","京都府","2008000000","2008年","千人","2629"
"001","人口","000","男女計","001","総人口","26000","京都府","2009000000","2009年","千人","2622"
"001","人口","000","男女計","001","総人口","27000","大阪府","1990000000","1990年","千人","8735"
"001","人口","000","男女計","001","総人口","27000","大阪府","1995000000","1995年","千人","8797"
"001","人口","000","男女計","001","総人口","27000","大阪府","2000000000","2000年","千人","8805"
"001","人口","000","男女計","001","総人口","27000","大阪府","2005000000","2005年","千人","8817"
"001","人口","000","男女計","001","総人口","27000","大阪府","2006000000","2006年","千人","8815"
"001","人口","000","男女計","001","総人口","27000","大阪府","2007000000","2007年","千人","8812"
"001","人口","000","男女計","001","総人口","27000","大阪府","2008000000","2008年","千人","8806"
"001","人口","000","男女計","001","総人口","27000","大阪府","2009000000","2009年","千人","8801"
"001","人口","000","男女計","001","総人口","28000","兵庫県","1990000000","1990年","千人","5405"
"001","人口","000","男女計","001","総人口","28000","兵庫県","1995000000","1995年","千人","5402"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2000000000","2000年","千人","5551"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2005000000","2005年","千人","5591"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2006000000","2006年","千人","5590"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2007000000","2007年","千人","5589"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2008000000","2008年","千人","5586"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2009000000","2009年","千人","5583"
"001","人口","000","男女計","001","総人口","29000","奈良県","1990000000","1990年","千人","1375"
"001","人口","000","男女計","001","総人口","29000","奈良県","1995000000","1995年","千人","1431"
"001","人口","000","男女計","001","総人口","29000","奈良県","2000000000","2000年","千人","1443"
"001","人口","000","男女計","001","総人口","29000","奈良県","2005000000","2005年","千人","1421"
"001","人口","000","男女計","001","総人口","29000","奈良県","2006000000","2006年","千人","1416"
"001","人口","000","男女計","001","総人口","29000","奈良県","2007000000","2007年","千人","1410"
"001","人口","000","男女計","001","総人口","29000","奈良県","2008000000","2008年","千人","1404"
"001","人口","000","男女計","001","総人口","29000","奈良県","2009000000","2009年","千人","1399"
"001","人口","000","男女計","001","総人口","30000","和歌山県","1990000000","1990年","千人","1074"
"001","人口","000","男女計","001","総人口","30000","和歌山県","1995000000","1995年","千人","1080"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2000000000","2000年","千人","1070"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2005000000","2005年","千人","1036"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2006000000","2006年","千人","1028"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2007000000","2007年","千人","1019"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2008000000","2008年","千人","1012"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2009000000","2009年","千人","1004"
"001","人口","000","男女計","001","総人口","31000","鳥取県","1990000000","1990年","千人","616"
"001","人口","000","男女計","001","総人口","31000","鳥取県","1995000000","1995年","千人","615"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2000000000","2000年","千人","613"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2005000000","2005年","千人","607"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2006000000","2006年","千人","604"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2007000000","2007年","千人","600"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2008000000","2008年","千人","595"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2009000000","2009年","千人","591"
"001","人口","000","男女計","001","総人口","32000","島根県","1990000000","1990年","千人","781"
"001","人口","000","男女計","001","総人口","32000","島根県","1995000000","1995年","千人","771"
"001","人口","000","男女計","001","総人口","32000","島根県","2000000000","2000年","千人","762"
"001","人口","000","男女計","001","総人口","32000","島根県","2005000000","2005年","千人","742"
"001","人口","000","男女計","001","総人口","32000","島根県","2006000000","2006年","千人","737"
"001","人口","000","男女計","001","総人口","32000","島根県","2007000000","2007年","千人","731"
"001","人口","000","男女計","001","総人口","32000","島根県","2008000000","2008年","千人","725"
"001","人口","000","男女計","001","総人口","32000","島根県","2009000000","2009年","千人","718"
"001","人口","000","男女計","001","総人口","33000","岡山県","1990000000","1990年","千人","1926"
"001","人口","000","男女計","001","総人口","33000","岡山県","1995000000","1995年","千人","1951"
"001","人口","000","男女計","001","総人口","33000","岡山県","2000000000","2000年","千人","1951"
"001","人口","000","男女計","001","総人口","33000","岡山県","2005000000","2005年","千人","1957"
"001","人口","000","男女計","001","総人口","33000","岡山県","2006000000","2006年","千人","1955"
"001","人口","000","男女計","001","総人口","33000","岡山県","2007000000","2007年","千人","1953"
"001","人口","000","男女計","001","総人口","33000","岡山県","2008000000","2008年","千人","1948"
"001","人口","000","男女計","001","総人口","33000","岡山県","2009000000","2009年","千人","1942"
"001","人口","000","男女計","001","総人口","34000","広島県","1990000000","1990年","千人","2850"
"001","人口","000","男女計","001","総人口","34000","広島県","1995000000","1995年","千人","2882"
"001","人口","000","男女計","001","総人口","34000","広島県","2000000000","2000年","千人","2879"
"001","人口","000","男女計","001","総人口","34000","広島県","2005000000","2005年","千人","2877"
"001","人口","000","男女計","001","総人口","34000","広島県","2006000000","2006年","千人","2875"
"001","人口","000","男女計","001","総人口","34000","広島県","2007000000","2007年","千人","2873"
"001","人口","000","男女計","001","総人口","34000","広島県","2008000000","2008年","千人","2869"
"001","人口","000","男女計","001","総人口","34000","広島県","2009000000","2009年","千人","2863"
"001","人口","000","男女計","001","総人口","35000","山口県","1990000000","1990年","千人","1573"
"001","人口","000","男女計","001","総人口","35000","山口県","1995000000","1995年","千人","1556"
"001","人口","000","男女計","001","総人口","35000","山口県","2000000000","2000年","千人","1528"
"001","人口","000","男女計","001","総人口","35000","山口県","2005000000","2005年","千人","1493"
"001","人口","000","男女計","001","総人口","35000","山口県","2006000000","2006年","千人","1483"
"001","人口","000","男女計","001","総人口","35000","山口県","2007000000","2007年","千人","1474"
"001","人口","000","男女計","001","総人口","35000","山口県","2008000000","2008年","千人","1463"
"001","人口","000","男女計","001","総人口","35000","山口県","2009000000","2009年","千人","1455"
"001","人口","000","男女計","001","総人口","36000","徳島県","1990000000","1990年","千人","832"
"001","人口","000","男女計","001","総人口","36000","徳島県","1995000000","1995年","千人","832"
"001","人口","000","男女計","001","総人口","36000","徳島県","2000000000","2000年","千人","824"
"001","人口","000","男女計","001","総人口","36000","徳島県","2005000000","2005年","千人","810"
"001","人口","000","男女計","001","総人口","36000","徳島県","2006000000","2006年","千人","805"
"001","人口","000","男女計","001","総人口","36000","徳島県","2007000000","2007年","千人","800"
"001","人口","000","男女計","001","総人口","36000","徳島県","2008000000","2008年","千人","794"
"001","人口","000","男女計","001","総人口","36000","徳島県","2009000000","2009年","千人","789"
"001","人口","000","男女計","001","総人口","37000","香川県","1990000000","1990年","千人","1023"
"001","人口","000","男女計","001","総人口","37000","香川県","1995000000","1995年","千人","1027"
"001","人口","000","男女計","001","総人口","37000","香川県","2000000000","2000年","千人","1023"
"001","人口","000","男女計","001","総人口","37000","香川県","2005000000","2005年","千人","1012"
"001","人口","000","男女計","001","総人口","37000","香川県","2006000000","2006年","千人","1009"
"001","人口","000","男女計","001","総人口","37000","香川県","2007000000","2007年","千人","1006"
"001","人口","000","男女計","001","総人口","37000","香川県","2008000000","2008年","千人","1003"
"001","人口","000","男女計","001","総人口","37000","香川県","2009000000","2009年","千人","999"
"001","人口","000","男女計","001","総人口","38000","愛媛県","1990000000","1990年","千人","1515"
"001","人口","000","男女計","001","総人口","38000","愛媛県","1995000000","1995年","千人","1507"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2000000000","2000年","千人","1493"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2005000000","2005年","千人","1468"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2006000000","2006年","千人","1460"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2007000000","2007年","千人","1452"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2008000000","2008年","千人","1444"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2009000000","2009年","千人","1436"
"001","人口","000","男女計","001","総人口","39000","高知県","1990000000","1990年","千人","825"
"001","人口","000","男女計","001","総人口","39000","高知県","1995000000","1995年","千人","817"
"001","人口","000","男女計","001","総人口","39000","高知県","2000000000","2000年","千人","814"
"001","人口","000","男女計","001","総人口","39000","高知県","2005000000","2005年","千人","796"
"001","人口","000","男女計","001","総人口","39000","高知県","2006000000","2006年","千人","789"
"001","人口","000","男女計","001","総人口","39000","高知県","2007000000","2007年","千人","782"
"001","人口","000","男女計","001","総人口","39000","高知県","2008000000","2008年","千人","773"
"001","人口","000","男女計","001","総人口","39000","高知県","2009000000","2009年","千人","766"
"001","人口","000","男女計","001","総人口","40000","福岡県","1990000000","1990年","千人","4811"
"001","人口","000","男女計","001","総人口","40000","福岡県","1995000000","1995年","千人","4933"
"001","人口","000","男女計","001","総人口","40000","福岡県","2000000000","2000年","千人","5016"
"001","人口","000","男女計","001","総人口","40000","福岡県","2005000000","2005年","千人","5050"
"001","人口","000","男女計","001","総人口","40000","福岡県","2006000000","2006年","千人","5054"
"001","人口","000","男女計","001","総人口","40000","福岡県","2007000000","2007年","千人","5056"
"001","人口","000","男女計","001","総人口","40000","福岡県","2008000000","2008年","千人","5054"
"001","人口","000","男女計","001","総人口","40000","福岡県","2009000000","2009年","千人","5053"
"001","人口","000","男女計","001","総人口","41000","佐賀県","1990000000","1990年","千人","878"
"001","人口","000","男女計","001","総人口","41000","佐賀県","1995000000","1995年","千人","884"
"001","人口","000","男女計","001","総人口","41000","佐賀県","2000000000","2000年","千人","877"
"001","人口","000","男女計","001","総人口","41000","佐賀県","2005000000","2005年","千人","866"
"001","人口","000","男女計","001","総人口","41000","佐賀県","2006000000","2006年","千人","863"
