"tab_code","表章項目","cat01_code","男女別","cat02_code","人口","area_code","全国・都道府県","time_code","時間軸（年）","unit","value"
"001","人口","000","男女計","001","総人口","00000","全国","2000000000","2000年","千人","126926"
"001","人口","000","男女計","001","総人口","00000","全国","2005000000","2005年","千人","127768"
"001","人口","000","男女計","001","総人口","00000","全国","2010000000","2010年","千人","128057"
"001","人口","000","男女計","001","総人口","00000","全国","2015000000","2015年","千人","127095"
"001","人口","000","男女計","001","総人口","00000","全国","2016000000","2016年","千人","126933"
"001","人口","000","男女計","001","総人口","00000","全国","2017000000","2017年","千人","126706"
"001","人口","000","男女計","001","総人口","00000","全国","2018000000","2018年","千人","126443"
"001","人口","000","男女計","001","総人口","00000","全国","2019000000","2019年","千人","126167"
"001","人口","000","男女計","001","総人口","01000","北海道","2000000000","2000年","千人","5683"
"001","人口","000","男女計","001","総人口","01000","北海道","2005000000","2005年","千人","5628"
"001","人口","000","男女計","001","総人口","01000","北海道","2010000000","2010年","千人","5506"
"001","人口","000","男女計","001","総人口","01000","北海道","2015000000","2015年","千人","5382"
"001","人口","000","男女計","001","総人口","01000","北海道","2016000000","2016年","千人","5352"
"001","人口","000","男女計","001","総人口","01000","北海道","2017000000","2017年","千人","5320"
"001","人口","000","男女計","001","総人口","01000","北海道","2018000000","2018年","千人","5286"
"001","人口","000","男女計","001","総人口","01000","北海道","2019000000","2019年","千人","5250"
"001","人口","000","男女計","001","総人口","02000","青森県","2000000000","2000年","千人","1476"
"001","人口","000","男女計","001","総人口","02000","青森県","2005000000","2005年","千人","1437"
"001","人口","000","男女計","001","総人口","02000","青森県","2010000000","2010年","千人","1373"
"001","人口","000","男女計","001","総人口","02000","青森県","2015000000","2015年","千人","1308"
"001","人口","000","男女計","001","総人口","02000","青森県","2016000000","2016年","千人","1293"
"001","人口","000","男女計","001","総人口","02000","青森県","2017000000","2017年","千人","1278"
"001","人口","000","男女計","001","総人口","02000","青森県","2018000000","2018年","千人","1263"
"001","人口","000","男女計","001","総人口","02000","青森県","2019000000","2019年","千人","1246"
"001","人口","000","男女計","001","総人口","03000","岩手県","2000000000","2000年","千人","1416"
"001","人口","000","男女計","001","総人口","03000","岩手県","2005000000","2005年","千人","1385"
"001","人口","000","男女計","001","総人口","03000","岩手県","2010000000","2010年","千人","1330"
"001","人口","000","男女計","001","総人口","03000","岩手県","2015000000","2015年","千人","1280"
"001","人口","000","男女計","001","総人口","03000","岩手県","2016000000","2016年","千人","1268"
"001","人口","000","男女計","001","総人口","03000","岩手県","2017000000","2017年","千人","1255"
"001","人口","000","男女計","001","総人口","03000","岩手県","2018000000","2018年","千人","1241"
"001","人口","000","男女計","001","総人口","03000","岩手県","2019000000","2019年","千人","1227"
"001","人口","000","男女計","001","総人口","04000","宮城県","2000000000","2000年","千人","2365"
"001","人口","000","男女計","001","総人口","04000","宮城県","2005000000","2005年","千人","2360"
"001","人口","000","男女計","001","総人口","04000","宮城県","2010000000","2010年","千人","2348"
"001","人口","000","男女計","001","総人口","04000","宮城県","2015000000","2015年","千人","2334"
"001","人口","000","男女計","001","総人口","04000","宮城県","2016000000","2016年","千人","2330"
"001","人口","000","男女計","001","総人口","04000","宮城県","2017000000","2017年","千人","2323"
"001","人口","000","男女計","001","総人口","04000","宮城県","2018000000","2018年","千人","2316"
"001","人口","000","男女計","001","総人口","04000","宮城県","2019000000","2019年","千人","2306"
"001","人口","000","男女計","001","総人口","05000","秋田県","2000000000","2000年","千人","1189"
"001","人口","000","男女計","001","総人口","05000","秋田県","2005000000","2005年","千人","1146"
"001","人口","000","男女計","001","総人口","05000","秋田県","2010000000","2010年","千人","1086"
"001","人口","000","男女計","001","総人口","05000","秋田県","2015000000","2015年","千人","1023"
"001","人口","000","男女計","001","総人口","05000","秋田県","2016000000","2016年","千人","1010"
"001","人口","000","男女計","001","総人口","05000","秋田県","2017000000","2017年","千人","996"
"001","人口","000","男女計","001","総人口","05000","秋田県","2018000000","2018年","千人","981"
"001","人口","000","男女計","001","総人口","05000","秋田県","2019000000","2019年","千人","966"
"001","人口","000","男女計","001","総人口","06000","山形県","2000000000","2000年","千人","1244"
"001","人口","000","男女計","001","総人口","06000","山形県","2005000000","2005年","千人","1216"
"001","人口","000","男女計","001","総人口","06000","山形県","2010000000","2010年","千人","1169"
"001","人口","000","男女計","001","総人口","06000","山形県","2015000000","2015年","千人","1124"
"001","人口","000","男女計","001","総人口","06000","山形県","2016000000","2016年","千人","1113"
"001","人口","000","男女計","001","総人口","06000","山形県","2017000000","2017年","千人","1102"
"001","人口","000","男女計","001","総人口","06000","山形県","2018000000","2018年","千人","1090"
"001","人口","000","男女計","001","総人口","06000","山形県","2019000000","2019年","千人","1078"
"001","人口","000","男女計","001","総人口","07000","福島県","2000000000","2000年","千人","2127"
"001","人口","000","男女計","001","総人口","07000","福島県","2005000000","2005年","千人","2091"
"001","人口","000","男女計","001","総人口","07000","福島県","2010000000","2010年","千人","2029"
"001","人口","000","男女計","001","総人口","07000","福島県","2015000000","2015年","千人","1914"
"001","人口","000","男女計","001","総人口","07000","福島県","2016000000","2016年","千人","1901"
"001","人口","000","男女計","001","総人口","07000","福島県","2017000000","2017年","千人","1882"
"001","人口","000","男女計","001","総人口","07000","福島県","2018000000","2018年","千人","1864"
"001","人口","000","男女計","001","総人口","07000","福島県","2019000000","2019年","千人","1846"
"001","人口","000","男女計","001","総人口","08000","茨城県","2000000000","2000年","千人","2986"
"001","人口","000","男女計","001","総人口","08000","茨城県","2005000000","2005年","千人","2975"
"001","人口","000","男女計","001","総人口","08000","茨城県","2010000000","2010年","千人","2970"
"001","人口","000","男女計","001","総人口","08000","茨城県","2015000000","2015年","千人","2917"
"001","人口","000","男女計","001","総人口","08000","茨城県","2016000000","2016年","千人","2905"
"001","人口","000","男女計","001","総人口","08000","茨城県","2017000000","2017年","千人","2892"
"001","人口","000","男女計","001","総人口","08000","茨城県","2018000000","2018年","千人","2877"
"001","人口","000","男女計","001","総人口","08000","茨城県","2019000000","2019年","千人","2860"
"001","人口","000","男女計","001","総人口","09000","栃木県","2000000000","2000年","千人","2005"
"001","人口","000","男女計","001","総人口","09000","栃木県","2005000000","2005年","千人","2017"
"001","人口","000","男女計","001","総人口","09000","栃木県","2010000000","2010年","千人","2008"
"001","人口","000","男女計","001","総人口","09000","栃木県","2015000000","2015年","千人","1974"
"001","人口","000","男女計","001","総人口","09000","栃木県","2016000000","2016年","千人","1966"
"001","人口","000","男女計","001","総人口","09000","栃木県","2017000000","2017年","千人","1957"
"001","人口","000","男女計","001","総人口","09000","栃木県","2018000000","2018年","千人","1946"
"001","人口","000","男女計","001","総人口","09000","栃木県","2019000000","2019年","千人","1934"
"001","人口","000","男女計","001","総人口","10000","群馬県","2000000000","2000年","千人","2025"
"001","人口","000","男女計","001","総人口","10000","群馬県","2005000000","2005年","千人","2024"
"001","人口","000","男女計","001","総人口","10000","群馬県","2010000000","2010年","千人","2008"
"001","人口","000","男女計","001","総人口","10000","群馬県","2015000000","2015年","千人","1973"
"001","人口","000","男女計","001","総人口","10000","群馬県","2016000000","2016年","千人","1967"
"001","人口","000","男女計","001","総人口","10000","群馬県","2017000000","2017年","千人","1960"
"001","人口","000","男女計","001","総人口","10000","群馬県","2018000000","2018年","千人","1952"
"001","人口","000","男女計","001","総人口","10000","群馬県","2019000000","2019年","千人","1942"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2000000000","2000年","千人","6938"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2005000000","2005年","千人","7054"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2010000000","2010年","千人","7195"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2015000000","2015年","千人","7267"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2016000000","2016年","千人","7289"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2017000000","2017年","千人","7310"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2018000000","2018年","千人","7330"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2019000000","2019年","千人","7350"
"001","人口","000","男女計","001","総人口","12000","千葉県","2000000000","2000年","千人","5926"
"001","人口","000","男女計","001","総人口","12000","千葉県","2005000000","2005年","千人","6056"
"001","人口","000","男女計","001","総人口","12000","千葉県","2010000000","2010年","千人","6216"
"001","人口","000","男女計","001","総人口","12000","千葉県","2015000000","2015年","千人","6223"
"001","人口","000","男女計","001","総人口","12000","千葉県","2016000000","2016年","千人","6236"
"001","人口","000","男女計","001","総人口","12000","千葉県","2017000000","2017年","千人","6246"
"001","人口","000","男女計","001","総人口","12000","千葉県","2018000000","2018年","千人","6255"
"001","人口","000","男女計","001","総人口","12000","千葉県","2019000000","2019年","千人","6259"
"001","人口","000","男女計","001","総人口","13000","東京都","2000000000","2000年","千人","12064"
"001","人口","000","男女計","001","総人口","13000","東京都","2005000000","2005年","千人","12577"
"001","人口","000","男女計","001","総人口","13000","東京都","2010000000","2010年","千人","13159"
"001","人口","000","男女計","001","総人口","13000","東京都","2015000000","2015年","千人","13515"
"001","人口","000","男女計","001","総人口","13000","東京都","2016000000","2016年","千人","13624"
"001","人口","000","男女計","001","総人口","13000","東京都","2017000000","2017年","千人","13724"
"001","人口","000","男女計","001","総人口","13000","東京都","2018000000","2018年","千人","13822"
"001","人口","000","男女計","001","総人口","13000","東京都","2019000000","2019年","千人","13921"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2000000000","2000年","千人","8490"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2005000000","2005年","千人","8792"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2010000000","2010年","千人","9048"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2015000000","2015年","千人","9126"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2016000000","2016年","千人","9145"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2017000000","2017年","千人","9159"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2018000000","2018年","千人","9177"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2019000000","2019年","千人","9198"
"001","人口","000","男女計","001","総人口","15000","新潟県","2000000000","2000年","千人","2476"
"001","人口","000","男女計","001","総人口","15000","新潟県","2005000000","2005年","千人","2431"
