"tab_code","表章項目","cat01_code","男女別","cat02_code","人口","area_code","全国・都道府県","time_code","時間軸（年）","unit","value"
"001","人口","000","男女計","001","総人口","03000","岩手県","2010000000","2010年","千人","1330"
"001","人口","000","男女計","001","総人口","03000","岩手県","2011000000","2011年","千人","1314"
"001","人口","000","男女計","001","総人口","03000","岩手県","2012000000","2012年","千人","1303"
"001","人口","000","男女計","001","総人口","03000","岩手県","2013000000","2013年","千人","1295"
"001","人口","000","男女計","001","総人口","03000","岩手県","2014000000","2014年","千人","1284"
"001","人口","000","男女計","001","総人口","04000","宮城県","1995000000","1995年","千人","2329"
"001","人口","000","男女計","001","総人口","04000","宮城県","2000000000","2000年","千人","2365"
"001","人口","000","男女計","001","総人口","04000","宮城県","2005000000","2005年","千人","2360"
"001","人口","000","男女計","001","総人口","04000","宮城県","2010000000","2010年","千人","2348"
"001","人口","000","男女計","001","総人口","04000","宮城県","2011000000","2011年","千人","2327"
"001","人口","000","男女計","001","総人口","04000","宮城県","2012000000","2012年","千人","2325"
"001","人口","000","男女計","001","総人口","04000","宮城県","2013000000","2013年","千人","2328"
"001","人口","000","男女計","001","総人口","04000","宮城県","2014000000","2014年","千人","2328"
"001","人口","000","男女計","001","総人口","05000","秋田県","1995000000","1995年","千人","1214"
"001","人口","000","男女計","001","総人口","05000","秋田県","2000000000","2000年","千人","1189"
"001","人口","000","男女計","001","総人口","05000","秋田県","2005000000","2005年","千人","1146"
"001","人口","000","男女計","001","総人口","05000","秋田県","2010000000","2010年","千人","1086"
"001","人口","000","男女計","001","総人口","05000","秋田県","2011000000","2011年","千人","1075"
"001","人口","000","男女計","001","総人口","05000","秋田県","2012000000","2012年","千人","1063"
"001","人口","000","男女計","001","総人口","05000","秋田県","2013000000","2013年","千人","1050"
"001","人口","000","男女計","001","総人口","05000","秋田県","2014000000","2014年","千人","1037"
"001","人口","000","男女計","001","総人口","06000","山形県","1995000000","1995年","千人","1257"
"001","人口","000","男女計","001","総人口","06000","山形県","2000000000","2000年","千人","1244"
"001","人口","000","男女計","001","総人口","06000","山形県","2005000000","2005年","千人","1216"
"001","人口","000","男女計","001","総人口","06000","山形県","2010000000","2010年","千人","1169"
"001","人口","000","男女計","001","総人口","06000","山形県","2011000000","2011年","千人","1161"
"001","人口","000","男女計","001","総人口","06000","山形県","2012000000","2012年","千人","1152"
"001","人口","000","男女計","001","総人口","06000","山形県","2013000000","2013年","千人","1141"
"001","人口","000","男女計","001","総人口","06000","山形県","2014000000","2014年","千人","1131"
"001","人口","000","男女計","001","総人口","07000","福島県","1995000000","1995年","千人","2134"
"001","人口","000","男女計","001","総人口","07000","福島県","2000000000","2000年","千人","2127"
"001","人口","000","男女計","001","総人口","07000","福島県","2005000000","2005年","千人","2091"
"001","人口","000","男女計","001","総人口","07000","福島県","2010000000","2010年","千人","2029"
"001","人口","000","男女計","001","総人口","07000","福島県","2011000000","2011年","千人","1990"
"001","人口","000","男女計","001","総人口","07000","福島県","2012000000","2012年","千人","1962"
"001","人口","000","男女計","001","総人口","07000","福島県","2013000000","2013年","千人","1946"
"001","人口","000","男女計","001","総人口","07000","福島県","2014000000","2014年","千人","1935"
"001","人口","000","男女計","001","総人口","08000","茨城県","1995000000","1995年","千人","2956"
"001","人口","000","男女計","001","総人口","08000","茨城県","2000000000","2000年","千人","2986"
"001","人口","000","男女計","001","総人口","08000","茨城県","2005000000","2005年","千人","2975"
"001","人口","000","男女計","001","総人口","08000","茨城県","2010000000","2010年","千人","2970"
"001","人口","000","男女計","001","総人口","08000","茨城県","2011000000","2011年","千人","2958"
"001","人口","000","男女計","001","総人口","08000","茨城県","2012000000","2012年","千人","2943"
"001","人口","000","男女計","001","総人口","08000","茨城県","2013000000","2013年","千人","2931"
"001","人口","000","男女計","001","総人口","08000","茨城県","2014000000","2014年","千人","2919"
"001","人口","000","男女計","001","総人口","09000","栃木県","1995000000","1995年","千人","1984"
"001","人口","000","男女計","001","総人口","09000","栃木県","2000000000","2000年","千人","2005"
"001","人口","000","男女計","001","総人口","09000","栃木県","2005000000","2005年","千人","2017"
"001","人口","000","男女計","001","総人口","09000","栃木県","2010000000","2010年","千人","2008"
"001","人口","000","男女計","001","総人口","09000","栃木県","2011000000","2011年","千人","2000"
"001","人口","000","男女計","001","総人口","09000","栃木県","2012000000","2012年","千人","1992"
"001","人口","000","男女計","001","総人口","09000","栃木県","2013000000","2013年","千人","1986"
"001","人口","000","男女計","001","総人口","09000","栃木県","2014000000","2014年","千人","1980"
"001","人口","000","男女計","001","総人口","10000","群馬県","1995000000","1995年","千人","2004"
"001","人口","000","男女計","001","総人口","10000","群馬県","2000000000","2000年","千人","2025"
"001","人口","000","男女計","001","総人口","10000","群馬県","2005000000","2005年","千人","2024"
"001","人口","000","男女計","001","総人口","10000","群馬県","2010000000","2010年","千人","2008"
"001","人口","000","男女計","001","総人口","10000","群馬県","2011000000","2011年","千人","2001"
"001","人口","000","男女計","001","総人口","10000","群馬県","2012000000","2012年","千人","1992"
"001","人口","000","男女計","001","総人口","10000","群馬県","2013000000","2013年","千人","1984"
"001","人口","000","男女計","001","総人口","10000","群馬県","2014000000","2014年","千人","1976"
"001","人口","000","男女計","001","総人口","11000","埼玉県","1995000000","1995年","千人","6759"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2000000000","2000年","千人","6938"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2005000000","2005年","千人","7054"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2010000000","2010年","千人","7195"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2011000000","2011年","千人","7207"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2012000000","2012年","千人","7212"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2013000000","2013年","千人","7222"
"001","人口","000","男女計","001","総人口","11000","埼玉県","2014000000","2014年","千人","7239"
"001","人口","000","男女計","001","総人口","12000","千葉県","1995000000","1995年","千人","5798"
"001","人口","000","男女計","001","総人口","12000","千葉県","2000000000","2000年","千人","5926"
"001","人口","000","男女計","001","総人口","12000","千葉県","2005000000","2005年","千人","6056"
"001","人口","000","男女計","001","総人口","12000","千葉県","2010000000","2010年","千人","6216"
"001","人口","000","男女計","001","総人口","12000","千葉県","2011000000","2011年","千人","6214"
"001","人口","000","男女計","001","総人口","12000","千葉県","2012000000","2012年","千人","6195"
"001","人口","000","男女計","001","総人口","12000","千葉県","2013000000","2013年","千人","6192"
"001","人口","000","男女計","001","総人口","12000","千葉県","2014000000","2014年","千人","6197"
"001","人口","000","男女計","001","総人口","13000","東京都","1995000000","1995年","千人","11774"
"001","人口","000","男女計","001","総人口","13000","東京都","2000000000","2000年","千人","12064"
"001","人口","000","男女計","001","総人口","13000","東京都","2005000000","2005年","千人","12577"
"001","人口","000","男女計","001","総人口","13000","東京都","2010000000","2010年","千人","13159"
"001","人口","000","男女計","001","総人口","13000","東京都","2011000000","2011年","千人","13196"
"001","人口","000","男女計","001","総人口","13000","東京都","2012000000","2012年","千人","13230"
"001","人口","000","男女計","001","総人口","13000","東京都","2013000000","2013年","千人","13300"
"001","人口","000","男女計","001","総人口","13000","東京都","2014000000","2014年","千人","13390"
"001","人口","000","男女計","001","総人口","14000","神奈川県","1995000000","1995年","千人","8246"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2000000000","2000年","千人","8490"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2005000000","2005年","千人","8792"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2010000000","2010年","千人","9048"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2011000000","2011年","千人","9058"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2012000000","2012年","千人","9067"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2013000000","2013年","千人","9079"
"001","人口","000","男女計","001","総人口","14000","神奈川県","2014000000","2014年","千人","9096"
"001","人口","000","男女計","001","総人口","15000","新潟県","1995000000","1995年","千人","2488"
"001","人口","000","男女計","001","総人口","15000","新潟県","2000000000","2000年","千人","2476"
"001","人口","000","男女計","001","総人口","15000","新潟県","2005000000","2005年","千人","2431"
"001","人口","000","男女計","001","総人口","15000","新潟県","2010000000","2010年","千人","2374"
"001","人口","000","男女計","001","総人口","15000","新潟県","2011000000","2011年","千人","2362"
"001","人口","000","男女計","001","総人口","15000","新潟県","2012000000","2012年","千人","2347"
"001","人口","000","男女計","001","総人口","15000","新潟県","2013000000","2013年","千人","2330"
"001","人口","000","男女計","001","総人口","15000","新潟県","2014000000","2014年","千人","2313"
"001","人口","000","男女計","001","総人口","16000","富山県","1995000000","1995年","千人","1123"
"001","人口","000","男女計","001","総人口","16000","富山県","2000000000","2000年","千人","1121"
"001","人口","000","男女計","001","総人口","16000","富山県","2005000000","2005年","千人","1112"
"001","人口","000","男女計","001","総人口","16000","富山県","2010000000","2010年","千人","1093"
"001","人口","000","男女計","001","総人口","16000","富山県","2011000000","2011年","千人","1088"
"001","人口","000","男女計","001","総人口","16000","富山県","2012000000","2012年","千人","1082"
"001","人口","000","男女計","001","総人口","16000","富山県","2013000000","2013年","千人","1076"
"001","人口","000","男女計","001","総人口","16000","富山県","2014000000","2014年","千人","1070"
"001","人口","000","男女計","001","総人口","17000","石川県","1995000000","1995年","千人","1180"
"001","人口","000","男女計","001","総人口","17000","石川県","2000000000","2000年","千人","1181"
"001","人口","000","男女計","001","総人口","17000","石川県","2005000000","2005年","千人","1174"
"001","人口","000","男女計","001","総人口","17000","石川県","2010000000","2010年","千人","1170"
"001","人口","000","男女計","001","総人口","17000","石川県","2011000000","2011年","千人","1166"
"001","人口","000","男女計","001","総人口","17000","石川県","2012000000","2012年","千人","1163"
"001","人口","000","男女計","001","総人口","17000","石川県","2013000000","2013年","千人","1159"
"001","人口","000","男女計","001","総人口","17000","石川県","2014000000","2014年","千人","1156"
"001","人口","000","男女計","001","総人口","18000","福井県","1995000000","1995年","千人","827"
"001","人口","000","男女計","001","総人口","18000","福井県","2000000000","2000年","千人","829"
"001","人口","000","男女計","001","総人口","18000","福井県","2005000000","2005年","千人","822"
"001","人口","000","男女計","001","総人口","18000","福井県","2010000000","2010年","千人","806"
"001","人口","000","男女計","001","総人口","18000","福井県","2011000000","2011年","千人","803"
"001","人口","000","男女計","001","総人口","18000","福井県","2012000000","2012年","千人","799"
"001","人口","000","男女計","001","総人口","18000","福井県","2013000000","2013年","千人","795"
"001","人口","000","男女計","001","総人口","18000","福井県","2014000000","2014年","千人","790"
"001","人口","000","男女計","001","総人口","19000","山梨県","1995000000","1995年","千人","882"
"001","人口","000","男女計","001","総人口","19000","山梨県","2000000000","2000年","千人","888"
"001","人口","000","男女計","001","総人口","19000","山梨県","2005000000","2005年","千人","885"
"001","人口","000","男女計","001","総人口","19000","山梨県","2010000000","2010年","千人","863"
"001","人口","000","男女計","001","総人口","19000","山梨県","2011000000","2011年","千人","857"
"001","人口","000","男女計","001","総人口","19000","山梨県","2012000000","2012年","千人","852"
"001","人口","000","男女計","001","総人口","19000","山梨県","2013000000","2013年","千人","847"
"001","人口","000","男女計","001","総人口","19000","山梨県","2014000000","2014年","千人","841"
"001","人口","000","男女計","001","総人口","20000","長野県","1995000000","1995年","千人","2194"
"001","人口","000","男女計","001","総人口","20000","長野県","2000000000","2000年","千人","2215"
"001","人口","000","男女計","001","総人口","20000","長野県","2005000000","2005年","千人","2196"
"001","人口","000","男女計","001","総人口","20000","長野県","2010000000","2010年","千人","2152"
"001","人口","000","男女計","001","総人口","20000","長野県","2011000000","2011年","千人","2142"
"001","人口","000","男女計","001","総人口","20000","長野県","2012000000","2012年","千人","2132"
"001","人口","000","男女計","001","総人口","20000","長野県","2013000000","2013年","千人","2122"
"001","人口","000","男女計","001","総人口","20000","長野県","2014000000","2014年","千人","2109"
"001","人口","000","男女計","001","総人口","21000","岐阜県","1995000000","1995年","千人","2100"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2000000000","2000年","千人","2108"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2005000000","2005年","千人","2107"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2010000000","2010年","千人","2081"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2011000000","2011年","千人","2071"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2012000000","2012年","千人","2061"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2013000000","2013年","千人","2051"
"001","人口","000","男女計","001","総人口","21000","岐阜県","2014000000","2014年","千人","2041"
"001","人口","000","男女計","001","総人口","22000","静岡県","1995000000","1995年","千人","3738"
"001","人口","000","男女計","001","総人口","22000","静岡県","2000000000","2000年","千人","3767"
"001","人口","000","男女計","001","総人口","22000","静岡県","2005000000","2005年","千人","3792"
"001","人口","000","男女計","001","総人口","22000","静岡県","2010000000","2010年","千人","3765"
"001","人口","000","男女計","001","総人口","22000","静岡県","2011000000","2011年","千人","3749"
"001","人口","000","男女計","001","総人口","22000","静岡県","2012000000","2012年","千人","3735"
"001","人口","000","男女計","001","総人口","22000","静岡県","2013000000","2013年","千人","3723"
"001","人口","000","男女計","001","総人口","22000","静岡県","2014000000","2014年","千人","3705"
"001","人口","000","男女計","001","総人口","23000","愛知県","1995000000","1995年","千人","6868"
"001","人口","000","男女計","001","総人口","23000","愛知県","2000000000","2000年","千人","7043"
"001","人口","000","男女計","001","総人口","23000","愛知県","2005000000","2005年","千人","7255"
"001","人口","000","男女計","001","総人口","23000","愛知県","2010000000","2010年","千人","7411"
"001","人口","000","男女計","001","総人口","23000","愛知県","2011000000","2011年","千人","7416"
"001","人口","000","男女計","001","総人口","23000","愛知県","2012000000","2012年","千人","7427"
"001","人口","000","男女計","001","総人口","23000","愛知県","2013000000","2013年","千人","7443"
"001","人口","000","男女計","001","総人口","23000","愛知県","2014000000","2014年","千人","7455"
"001","人口","000","男女計","001","総人口","24000","三重県","1995000000","1995年","千人","1841"
"001","人口","000","男女計","001","総人口","24000","三重県","2000000000","2000年","千人","1857"
"001","人口","000","男女計","001","総人口","24000","三重県","2005000000","2005年","千人","1867"
"001","人口","000","男女計","001","総人口","24000","三重県","2010000000","2010年","千人","1855"
"001","人口","000","男女計","001","総人口","24000","三重県","2011000000","2011年","千人","1847"
"001","人口","000","男女計","001","総人口","24000","三重県","2012000000","2012年","千人","1840"
"001","人口","000","男女計","001","総人口","24000","三重県","2013000000","2013年","千人","1833"
"001","人口","000","男女計","001","総人口","24000","三重県","2014000000","2014年","千人","1825"
"001","人口","000","男女計","001","総人口","25000","滋賀県","1995000000","1995年","千人","1287"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2000000000","2000年","千人","1343"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2005000000","2005年","千人","1380"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2010000000","2010年","千人","1411"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2011000000","2011年","千人","1414"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2012000000","2012年","千人","1415"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2013000000","2013年","千人","1416"
"001","人口","000","男女計","001","総人口","25000","滋賀県","2014000000","2014年","千人","1416"
"001","人口","000","男女計","001","総人口","26000","京都府","1995000000","1995年","千人","2630"
"001","人口","000","男女計","001","総人口","26000","京都府","2000000000","2000年","千人","2644"
"001","人口","000","男女計","001","総人口","26000","京都府","2005000000","2005年","千人","2648"
"001","人口","000","男女計","001","総人口","26000","京都府","2010000000","2010年","千人","2636"
"001","人口","000","男女計","001","総人口","26000","京都府","2011000000","2011年","千人","2632"
"001","人口","000","男女計","001","総人口","26000","京都府","2012000000","2012年","千人","2625"
"001","人口","000","男女計","001","総人口","26000","京都府","2013000000","2013年","千人","2617"
"001","人口","000","男女計","001","総人口","26000","京都府","2014000000","2014年","千人","2610"
"001","人口","000","男女計","001","総人口","27000","大阪府","1995000000","1995年","千人","8797"
"001","人口","000","男女計","001","総人口","27000","大阪府","2000000000","2000年","千人","8805"
"001","人口","000","男女計","001","総人口","27000","大阪府","2005000000","2005年","千人","8817"
"001","人口","000","男女計","001","総人口","27000","大阪府","2010000000","2010年","千人","8865"
"001","人口","000","男女計","001","総人口","27000","大阪府","2011000000","2011年","千人","8861"
"001","人口","000","男女計","001","総人口","27000","大阪府","2012000000","2012年","千人","8856"
"001","人口","000","男女計","001","総人口","27000","大阪府","2013000000","2013年","千人","8849"
"001","人口","000","男女計","001","総人口","27000","大阪府","2014000000","2014年","千人","8836"
"001","人口","000","男女計","001","総人口","28000","兵庫県","1995000000","1995年","千人","5402"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2000000000","2000年","千人","5551"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2005000000","2005年","千人","5591"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2010000000","2010年","千人","5588"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2011000000","2011年","千人","5582"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2012000000","2012年","千人","5571"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2013000000","2013年","千人","5558"
"001","人口","000","男女計","001","総人口","28000","兵庫県","2014000000","2014年","千人","5541"
"001","人口","000","男女計","001","総人口","29000","奈良県","1995000000","1995年","千人","1431"
"001","人口","000","男女計","001","総人口","29000","奈良県","2000000000","2000年","千人","1443"
"001","人口","000","男女計","001","総人口","29000","奈良県","2005000000","2005年","千人","1421"
"001","人口","000","男女計","001","総人口","29000","奈良県","2010000000","2010年","千人","1401"
"001","人口","000","男女計","001","総人口","29000","奈良県","2011000000","2011年","千人","1396"
"001","人口","000","男女計","001","総人口","29000","奈良県","2012000000","2012年","千人","1390"
"001","人口","000","男女計","001","総人口","29000","奈良県","2013000000","2013年","千人","1383"
"001","人口","000","男女計","001","総人口","29000","奈良県","2014000000","2014年","千人","1376"
"001","人口","000","男女計","001","総人口","30000","和歌山県","1995000000","1995年","千人","1080"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2000000000","2000年","千人","1070"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2005000000","2005年","千人","1036"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2010000000","2010年","千人","1002"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2011000000","2011年","千人","995"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2012000000","2012年","千人","988"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2013000000","2013年","千人","979"
"001","人口","000","男女計","001","総人口","30000","和歌山県","2014000000","2014年","千人","971"
"001","人口","000","男女計","001","総人口","31000","鳥取県","1995000000","1995年","千人","615"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2000000000","2000年","千人","613"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2005000000","2005年","千人","607"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2010000000","2010年","千人","589"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2011000000","2011年","千人","585"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2012000000","2012年","千人","582"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2013000000","2013年","千人","578"
"001","人口","000","男女計","001","総人口","31000","鳥取県","2014000000","2014年","千人","574"
"001","人口","000","男女計","001","総人口","32000","島根県","1995000000","1995年","千人","771"
"001","人口","000","男女計","001","総人口","32000","島根県","2000000000","2000年","千人","762"
"001","人口","000","男女計","001","総人口","32000","島根県","2005000000","2005年","千人","742"
"001","人口","000","男女計","001","総人口","32000","島根県","2010000000","2010年","千人","717"
"001","人口","000","男女計","001","総人口","32000","島根県","2011000000","2011年","千人","712"
"001","人口","000","男女計","001","総人口","32000","島根県","2012000000","2012年","千人","707"
"001","人口","000","男女計","001","総人口","32000","島根県","2013000000","2013年","千人","702"
"001","人口","000","男女計","001","総人口","32000","島根県","2014000000","2014年","千人","697"
"001","人口","000","男女計","001","総人口","33000","岡山県","1995000000","1995年","千人","1951"
"001","人口","000","男女計","001","総人口","33000","岡山県","2000000000","2000年","千人","1951"
"001","人口","000","男女計","001","総人口","33000","岡山県","2005000000","2005年","千人","1957"
"001","人口","000","男女計","001","総人口","33000","岡山県","2010000000","2010年","千人","1945"
"001","人口","000","男女計","001","総人口","33000","岡山県","2011000000","2011年","千人","1941"
"001","人口","000","男女計","001","総人口","33000","岡山県","2012000000","2012年","千人","1936"
"001","人口","000","男女計","001","総人口","33000","岡山県","2013000000","2013年","千人","1930"
"001","人口","000","男女計","001","総人口","33000","岡山県","2014000000","2014年","千人","1924"
"001","人口","000","男女計","001","総人口","34000","広島県","1995000000","1995年","千人","2882"
"001","人口","000","男女計","001","総人口","34000","広島県","2000000000","2000年","千人","2879"
"001","人口","000","男女計","001","総人口","34000","広島県","2005000000","2005年","千人","2877"
"001","人口","000","男女計","001","総人口","34000","広島県","2010000000","2010年","千人","2861"
"001","人口","000","男女計","001","総人口","34000","広島県","2011000000","2011年","千人","2855"
"001","人口","000","男女計","001","総人口","34000","広島県","2012000000","2012年","千人","2848"
"001","人口","000","男女計","001","総人口","34000","広島県","2013000000","2013年","千人","2840"
"001","人口","000","男女計","001","総人口","34000","広島県","2014000000","2014年","千人","2833"
"001","人口","000","男女計","001","総人口","35000","山口県","1995000000","1995年","千人","1556"
"001","人口","000","男女計","001","総人口","35000","山口県","2000000000","2000年","千人","1528"
"001","人口","000","男女計","001","総人口","35000","山口県","2005000000","2005年","千人","1493"
"001","人口","000","男女計","001","総人口","35000","山口県","2010000000","2010年","千人","1451"
"001","人口","000","男女計","001","総人口","35000","山口県","2011000000","2011年","千人","1442"
"001","人口","000","男女計","001","総人口","35000","山口県","2012000000","2012年","千人","1431"
"001","人口","000","男女計","001","総人口","35000","山口県","2013000000","2013年","千人","1420"
"001","人口","000","男女計","001","総人口","35000","山口県","2014000000","2014年","千人","1408"
"001","人口","000","男女計","001","総人口","36000","徳島県","1995000000","1995年","千人","832"
"001","人口","000","男女計","001","総人口","36000","徳島県","2000000000","2000年","千人","824"
"001","人口","000","男女計","001","総人口","36000","徳島県","2005000000","2005年","千人","810"
"001","人口","000","男女計","001","総人口","36000","徳島県","2010000000","2010年","千人","785"
"001","人口","000","男女計","001","総人口","36000","徳島県","2011000000","2011年","千人","780"
"001","人口","000","男女計","001","総人口","36000","徳島県","2012000000","2012年","千人","776"
"001","人口","000","男女計","001","総人口","36000","徳島県","2013000000","2013年","千人","770"
"001","人口","000","男女計","001","総人口","36000","徳島県","2014000000","2014年","千人","764"
"001","人口","000","男女計","001","総人口","37000","香川県","1995000000","1995年","千人","1027"
"001","人口","000","男女計","001","総人口","37000","香川県","2000000000","2000年","千人","1023"
"001","人口","000","男女計","001","総人口","37000","香川県","2005000000","2005年","千人","1012"
"001","人口","000","男女計","001","総人口","37000","香川県","2010000000","2010年","千人","996"
"001","人口","000","男女計","001","総人口","37000","香川県","2011000000","2011年","千人","992"
"001","人口","000","男女計","001","総人口","37000","香川県","2012000000","2012年","千人","989"
"001","人口","000","男女計","001","総人口","37000","香川県","2013000000","2013年","千人","985"
"001","人口","000","男女計","001","総人口","37000","香川県","2014000000","2014年","千人","981"
"001","人口","000","男女計","001","総人口","38000","愛媛県","1995000000","1995年","千人","1507"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2000000000","2000年","千人","1493"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2005000000","2005年","千人","1468"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2010000000","2010年","千人","1431"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2011000000","2011年","千人","1423"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2012000000","2012年","千人","1415"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2013000000","2013年","千人","1405"
"001","人口","000","男女計","001","総人口","38000","愛媛県","2014000000","2014年","千人","1395"
"001","人口","000","男女計","001","総人口","39000","高知県","1995000000","1995年","千人","817"
"001","人口","000","男女計","001","総人口","39000","高知県","2000000000","2000年","千人","814"
"001","人口","000","男女計","001","総人口","39000","高知県","2005000000","2005年","千人","796"
"001","人口","000","男女計","001","総人口","39000","高知県","2010000000","2010年","千人","764"
"001","人口","000","男女計","001","総人口","39000","高知県","2011000000","2011年","千人","758"
"001","人口","000","男女計","001","総人口","39000","高知県","2012000000","2012年","千人","752"
"001","人口","000","男女計","001","総人口","39000","高知県","2013000000","2013年","千人","745"
"001","人口","000","男女計","001","総人口","39000","高知県","2014000000","2014年","千人","738"
"001","人口","000","男女計","001","総人口","40000","福岡県","1995000000","1995年","千人","4933"
"001","人口","000","男女計","001","総人口","40000","福岡県","2000000000","2000年","千人","5016"
"001","人口","000","男女計","001","総人口","40000","福岡県","2005000000","2005年","千人","5050"
"001","人口","000","男女計","001","総人口","40000","福岡県","2010000000","2010年","千人","5072"
"001","人口","000","男女計","001","総人口","40000","福岡県","2011000000","2011年","千人","5079"
"001","人口","000","男女計","001","総人口","40000","福岡県","2012000000","2012年","千人","5085"
"001","人口","000","男女計","001","総人口","40000","福岡県","2013000000","2013年","千人","5090"
"001","人口","000","男女計","001","総人口","40000","福岡県","2014000000","2014年","千人","5091"
"001","人口","000","男女計","001","総人口","41000","佐賀県","1995000000","1995年","千人","884"
"001","人口","000","男女計","001","総人口","41000","佐賀県","2000000000","2000年","千人","877"
"001","人口","000","男女計","001","総人口","41000","佐賀県","2005000000","2005年","千人","866"
"001","人口","000","男女計","001","総人口","41000","佐賀県","2010000000","2010年","千人","850"
"001","人口","000","男女計","001","総人口","41000","佐賀県","2011000000","2011年","千人","847"
